COMUNIDAD,PROVINCIA,MUNICIPIO,INE
Castilla y León,Ávila,Vega de Santa María,052531
Castilla y León,Ávila,Velayos,052546
Castilla y León,Ávila,Villaflor,052562
Castilla y León,Ávila,Villafranca de la Sierra,052578
Castilla y León,Ávila,Villanueva de Ávila,059053
Castilla y León,Ávila,Villanueva de Gómez,052584
Castilla y León,Ávila,Villanueva del Aceral,052597
Castilla y León,Ávila,Villanueva del Campillo,052601
Castilla y León,Ávila,Villar de Corneja,052618
Castilla y León,Ávila,Villarejo del Valle,052623
Castilla y León,Ávila,Villatoro,052639
Castilla y León,Ávila,Viñegra de Moraña,052644
Castilla y León,Ávila,Vita,052657
Castilla y León,Ávila,Zapardiel de la Cañada,052660
Castilla y León,Ávila,Zapardiel de la Ribera,052676
Extremadura,Badajoz,Acedera,060016
Extremadura,Badajoz,Aceuchal,060021
Extremadura,Badajoz,Ahillones,060037
Extremadura,Badajoz,Alange,060042
Extremadura,Badajoz,"Albuera, La",060055
Extremadura,Badajoz,Alburquerque,060068
Extremadura,Badajoz,Alconchel,060074
Extremadura,Badajoz,Alconera,060080
Extremadura,Badajoz,Aljucén,060093
Extremadura,Badajoz,Almendral,060107
Extremadura,Badajoz,Almendralejo,060114
Extremadura,Badajoz,Arroyo de San Serván,060129
Extremadura,Badajoz,Atalaya,060135
Extremadura,Badajoz,Azuaga,060140
Extremadura,Badajoz,Badajoz,060153
Extremadura,Badajoz,Barcarrota,060166
Extremadura,Badajoz,Baterno,060172
Extremadura,Badajoz,Benquerencia de la Serena,060188
Extremadura,Badajoz,Berlanga,060191
Extremadura,Badajoz,Bienvenida,060205
Extremadura,Badajoz,Bodonal de la Sierra,060212
Extremadura,Badajoz,Burguillos del Cerro,060227
Extremadura,Badajoz,Cabeza del Buey,060233
Extremadura,Badajoz,Cabeza la Vaca,060248
Extremadura,Badajoz,Calamonte,060251
Extremadura,Badajoz,Calera de León,060264
Extremadura,Badajoz,Calzadilla de los Barros,060270
Extremadura,Badajoz,Campanario,060286
Extremadura,Badajoz,Campillo de Llerena,060299
Extremadura,Badajoz,Capilla,060303
Extremadura,Badajoz,Carmonita,060310
Extremadura,Badajoz,"Carrascalejo, El",060325
Extremadura,Badajoz,Casas de Don Pedro,060331
Extremadura,Badajoz,Casas de Reina,060346
Extremadura,Badajoz,Castilblanco,060359
Extremadura,Badajoz,Castuera,060362
Extremadura,Badajoz,Cheles,060423
Extremadura,Badajoz,"Codosera, La",060378
Extremadura,Badajoz,Cordobilla de Lácara,060384
Extremadura,Badajoz,"Coronada, La",060397
Extremadura,Badajoz,Corte de Peleas,060401
Extremadura,Badajoz,Cristina,060418
Extremadura,Badajoz,Don Álvaro,060439
Extremadura,Badajoz,Don Benito,060444
Extremadura,Badajoz,Entrín Bajo,060457
Extremadura,Badajoz,Esparragalejo,060460
Extremadura,Badajoz,Esparragosa de la Serena,060476
Extremadura,Badajoz,Esparragosa de Lares,060482
Extremadura,Badajoz,Feria,060495
Extremadura,Badajoz,Fregenal de la Sierra,060508
Extremadura,Badajoz,Fuenlabrada de los Montes,060515
Extremadura,Badajoz,Fuente de Cantos,060520
Extremadura,Badajoz,Fuente del Arco,060536
Extremadura,Badajoz,Fuente del Maestre,060541
Extremadura,Badajoz,Fuentes de León,060554
Extremadura,Badajoz,Garbayuela,060567
Extremadura,Badajoz,Garlitos,060573
Extremadura,Badajoz,"Garrovilla, La",060589
Extremadura,Badajoz,Granja de Torrehermosa,060592
Extremadura,Badajoz,Guadiana,069038
Extremadura,Badajoz,Guareña,060606
Extremadura,Badajoz,"Haba, La",060613
Extremadura,Badajoz,Helechosa de los Montes,060628
Extremadura,Badajoz,Herrera del Duque,060634
Extremadura,Badajoz,Higuera de la Serena,060649
Extremadura,Badajoz,Higuera de Llerena,060652
Extremadura,Badajoz,Higuera de Vargas,060665
Extremadura,Badajoz,Higuera la Real,060671
Extremadura,Badajoz,Hinojosa del Valle,060687
Extremadura,Badajoz,Hornachos,060690
Extremadura,Badajoz,Jerez de los Caballeros,060704
Extremadura,Badajoz,"Lapa, La",060711
Extremadura,Badajoz,Llera,060732
Extremadura,Badajoz,Llerena,060747
Extremadura,Badajoz,Lobón,060726
Extremadura,Badajoz,Magacela,060750
Extremadura,Badajoz,Maguilla,060763
Extremadura,Badajoz,Malcocinado,060779
Extremadura,Badajoz,Malpartida de la Serena,060785
Extremadura,Badajoz,Manchita,060798
Extremadura,Badajoz,Medellín,060802
Extremadura,Badajoz,Medina de las Torres,060819
Extremadura,Badajoz,Mengabril,060824
Extremadura,Badajoz,Mérida,060830
Extremadura,Badajoz,Mirandilla,060845
Extremadura,Badajoz,Monesterio,060858
Extremadura,Badajoz,Montemolín,060861
Extremadura,Badajoz,Monterrubio de la Serena,060877
Extremadura,Badajoz,Montijo,060883
Extremadura,Badajoz,"Morera, La",060896
Extremadura,Badajoz,"Nava de Santiago, La",060900
Extremadura,Badajoz,Navalvillar de Pela,060917
Extremadura,Badajoz,Nogales,060922
Extremadura,Badajoz,Oliva de la Frontera,060938
Extremadura,Badajoz,Oliva de Mérida,060943
Extremadura,Badajoz,Olivenza,060956
Extremadura,Badajoz,Orellana de la Sierra,060969
Extremadura,Badajoz,Orellana la Vieja,060975
Extremadura,Badajoz,Palomas,060981
Extremadura,Badajoz,"Parra, La",060994
Extremadura,Badajoz,Peñalsordo,061008
Extremadura,Badajoz,Peraleda del Zaucejo,061015
Extremadura,Badajoz,Puebla de Alcocer,061020
Extremadura,Badajoz,Puebla de la Calzada,061036
Extremadura,Badajoz,Puebla de la Reina,061041
Extremadura,Badajoz,Puebla de Obando,061073
Extremadura,Badajoz,Puebla de Sancho Pérez,061089
Extremadura,Badajoz,Puebla del Maestre,061054
Extremadura,Badajoz,Puebla del Prior,061067
Extremadura,Badajoz,Pueblonuevo del Guadiana,069022
Extremadura,Badajoz,Quintana de la Serena,061092
Extremadura,Badajoz,Reina,061106
Extremadura,Badajoz,Rena,061113
Extremadura,Badajoz,Retamal de Llerena,061128
Extremadura,Badajoz,Ribera del Fresno,061134
Extremadura,Badajoz,Risco,061149
Extremadura,Badajoz,"Roca de la Sierra, La",061152
Extremadura,Badajoz,Salvaleón,061165
Extremadura,Badajoz,Salvatierra de los Barros,061171
Extremadura,Badajoz,San Pedro de Mérida,061190
Extremadura,Badajoz,San Vicente de Alcántara,061232
Extremadura,Badajoz,Sancti-Spíritus,061187
Extremadura,Badajoz,Santa Amalia,061204
Extremadura,Badajoz,Santa Marta,061211
Extremadura,Badajoz,"Santos de Maimona, Los",061226
Extremadura,Badajoz,Segura de León,061247
Extremadura,Badajoz,Siruela,061250
Extremadura,Badajoz,Solana de los Barros,061263
Extremadura,Badajoz,Talarrubias,061279
Extremadura,Badajoz,Talavera la Real,061285
Extremadura,Badajoz,Táliga,061298
Extremadura,Badajoz,Tamurejo,061302
Extremadura,Badajoz,Torre de Miguel Sesmero,061319
Extremadura,Badajoz,Torremayor,061324
Extremadura,Badajoz,Torremejía,061330
Extremadura,Badajoz,Trasierra,061345
Extremadura,Badajoz,Trujillanos,061358
Extremadura,Badajoz,Usagre,061361
Extremadura,Badajoz,Valdecaballeros,061377
Extremadura,Badajoz,Valdelacalzada,069017
Extremadura,Badajoz,Valdetorres,061383
Extremadura,Badajoz,Valencia de las Torres,061396
Extremadura,Badajoz,Valencia del Mombuey,061400
Extremadura,Badajoz,Valencia del Ventoso,061417
Extremadura,Badajoz,Valle de la Serena,061469
Extremadura,Badajoz,Valle de Matamoros,061475
Extremadura,Badajoz,Valle de Santa Ana,061481
Extremadura,Badajoz,Valverde de Burguillos,061422
Extremadura,Badajoz,Valverde de Leganés,061438
Extremadura,Badajoz,Valverde de Llerena,061443
Extremadura,Badajoz,Valverde de Mérida,061456
Extremadura,Badajoz,Villafranca de los Barros,061494
Extremadura,Badajoz,Villagarcía de la Torre,061507
Extremadura,Badajoz,Villagonzalo,061514
Extremadura,Badajoz,Villalba de los Barros,061529
Extremadura,Badajoz,Villanueva de la Serena,061535
Extremadura,Badajoz,Villanueva del Fresno,061540
Extremadura,Badajoz,Villar de Rena,061566
Extremadura,Badajoz,Villar del Rey,061553
Extremadura,Badajoz,Villarta de los Montes,061572
Extremadura,Badajoz,Zafra,061588
Extremadura,Badajoz,Zahínos,061591
Extremadura,Badajoz,Zalamea de la Serena,061605
Extremadura,Badajoz,"Zarza, La",061627
Extremadura,Badajoz,Zarza-Capilla,061612
Balears,Balears,Alaior,070027
Balears,Balears,Alaró,070012
Balears,Balears,Alcúdia,070033
Balears,Balears,Algaida,070048
Balears,Balears,Andratx,070051
Balears,Balears,Ariany,079013
Balears,Balears,Artà,070064
Balears,Balears,Banyalbufar,070070
Balears,Balears,Binissalem,070086
Balears,Balears,Búger,070099
Balears,Balears,Bunyola,070103
Balears,Balears,Calvià,070110
Balears,Balears,Campanet,070125
Balears,Balears,Campos,070131
Balears,Balears,Capdepera,070146
Balears,Balears,"Castell, Es",070645
Balears,Balears,Ciutadella de Menorca,070159
Balears,Balears,Consell,070162
Balears,Balears,Costitx,070178
Balears,Balears,Deià,070184
Balears,Balears,Eivissa,070260
Balears,Balears,Escorca,070197
Balears,Balears,Esporles,070201
Balears,Balears,Estellencs,070218
Balears,Balears,Felanitx,070223
Balears,Balears,Ferreries,070239
Balears,Balears,Formentera,070244
Balears,Balears,Fornalutx,070257
Balears,Balears,Inca,070276
Balears,Balears,Lloret de Vistalegre,070282
Balears,Balears,Lloseta,070295
Balears,Balears,Llubí,070309
Balears,Balears,Llucmajor,070316
Balears,Balears,Manacor,070337
Balears,Balears,Mancor de la Vall,070342
Balears,Balears,Maó,070321
Balears,Balears,Maria de la Salut,070355
Balears,Balears,Marratxí,070368
Balears,Balears,"Mercadal, Es",070374
Balears,Balears,"Migjorn Gran, Es",079028
Balears,Balears,Montuïri,070380
Balears,Balears,Muro,070393
Balears,Balears,Palma,070407
Balears,Balears,Petra,070414
Balears,Balears,"Pobla, Sa",070440
Balears,Balears,Pollença,070429
Balears,Balears,Porreres,070435
Balears,Balears,Puigpunyent,070453
Balears,Balears,"Salines, Ses",070598
Balears,Balears,Sant Antoni de Portmany,070466
Balears,Balears,Sant Joan,070491
Balears,Balears,Sant Joan de Labritja,070504
Balears,Balears,Sant Josep de sa Talaia,070488
Balears,Balears,Sant Llorenç des Cardassar,070511
Balears,Balears,Sant Lluís,070526
Balears,Balears,Santa Eugènia,070532
Balears,Balears,Santa Eulària des Riu,070547
Balears,Balears,Santa Margalida,070550
Balears,Balears,Santa María del Camí,070563
Balears,Balears,Santanyí,070579
Balears,Balears,Selva,070585
Balears,Balears,Sencelles,070472
Balears,Balears,Sineu,070602
Balears,Balears,Sóller,070619
Balears,Balears,Son Servera,070624
Balears,Balears,Valldemossa,070630
Balears,Balears,Vilafranca de Bonany,070658
Cataluña,Barcelona,Abrera,080018
Cataluña,Barcelona,Aguilar de Segarra,080023
Cataluña,Barcelona,Aiguafreda,080142
Cataluña,Barcelona,Alella,080039
Cataluña,Barcelona,Alpens,080044
Cataluña,Barcelona,"Ametlla del Vallès, L'",080057
Cataluña,Barcelona,Arenys de Mar,080060
Cataluña,Barcelona,Arenys de Munt,080076
Cataluña,Barcelona,Argençola,080082
Cataluña,Barcelona,Argentona,080095
Cataluña,Barcelona,Artés,080109
Cataluña,Barcelona,Avià,080116
Cataluña,Barcelona,Avinyó,080121
Cataluña,Barcelona,Avinyonet del Penedès,080137
Cataluña,Barcelona,Badalona,080155
Cataluña,Barcelona,Badia del Vallès,089045
Cataluña,Barcelona,Bagà,080168
Cataluña,Barcelona,Balenyà,080174
Cataluña,Barcelona,Balsareny,080180
Cataluña,Barcelona,Barberà del Vallès,082520
Cataluña,Barcelona,Barcelona,080193
Cataluña,Barcelona,Begues,080207
Cataluña,Barcelona,Bellprat,080214
Cataluña,Barcelona,Berga,080229
Cataluña,Barcelona,Bigues i Riells del Fai,080235
Cataluña,Barcelona,Borredà,080240
Cataluña,Barcelona,"Bruc, El",080253
Cataluña,Barcelona,"Brull, El",080266
Cataluña,Barcelona,"Cabanyes, Les",080272
Cataluña,Barcelona,Cabrera d'Anoia,080288
Cataluña,Barcelona,Cabrera de Mar,080291
Cataluña,Barcelona,Cabrils,080305
Cataluña,Barcelona,Calaf,080312
Cataluña,Barcelona,Calders,080348
Cataluña,Barcelona,Caldes de Montbui,080333
Cataluña,Barcelona,Caldes d'Estrac,080327
Cataluña,Barcelona,Calella,080351
Cataluña,Barcelona,Calldetenes,080370
Cataluña,Barcelona,Callús,080386
Cataluña,Barcelona,Calonge de Segarra,080364
Cataluña,Barcelona,Campins,080399
Cataluña,Barcelona,Canet de Mar,080403
Cataluña,Barcelona,Canovelles,080410
Cataluña,Barcelona,Cànoves i Samalús,080425
Cataluña,Barcelona,Canyelles,080431
Cataluña,Barcelona,Capellades,080446
Cataluña,Barcelona,Capolat,080459
Cataluña,Barcelona,Cardedeu,080462
Cataluña,Barcelona,Cardona,080478
Cataluña,Barcelona,Carme,080484
Cataluña,Barcelona,Casserres,080497
Cataluña,Barcelona,Castell de l'Areny,080575
Cataluña,Barcelona,Castellar de n'Hug,080522
Cataluña,Barcelona,Castellar del Riu,080500
Cataluña,Barcelona,Castellar del Vallès,080517
Cataluña,Barcelona,Castellbell i el Vilar,080538
Cataluña,Barcelona,Castellbisbal,080543
Cataluña,Barcelona,Castellcir,080556
Cataluña,Barcelona,Castelldefels,080569
Cataluña,Barcelona,Castellet i la Gornal,080581
Cataluña,Barcelona,Castellfollit de Riubregós,080608
Cataluña,Barcelona,Castellfollit del Boix,080594
Cataluña,Barcelona,Castellgalí,080615
Cataluña,Barcelona,Castellnou de Bages,080620
Cataluña,Barcelona,Castellolí,080636
Cataluña,Barcelona,Castellterçol,080641
Cataluña,Barcelona,Castellví de la Marca,080654
Cataluña,Barcelona,Castellví de Rosanes,080667
Cataluña,Barcelona,Centelles,080673
Cataluña,Barcelona,Cercs,082687
Cataluña,Barcelona,Cerdanyola del Vallès,082665
Cataluña,Barcelona,Cervelló,080689
Cataluña,Barcelona,Collbató,080692
Cataluña,Barcelona,Collsuspina,080706
Cataluña,Barcelona,Copons,080713
Cataluña,Barcelona,Corbera de Llobregat,080728
Cataluña,Barcelona,Cornellà de Llobregat,080734
Cataluña,Barcelona,Cubelles,080749
Cataluña,Barcelona,Dosrius,080752
Cataluña,Barcelona,Esparreguera,080765
Cataluña,Barcelona,Esplugues de Llobregat,080771
Cataluña,Barcelona,"Espunyola, L'",080787
Cataluña,Barcelona,"Esquirol, L'",082541
Cataluña,Barcelona,"Estany, L'",080790
Cataluña,Barcelona,Figaró-Montmany,081347
Cataluña,Barcelona,Fígols,080804
Cataluña,Barcelona,Fogars de la Selva,080826
Cataluña,Barcelona,Fogars de Montclús,080811
Cataluña,Barcelona,Folgueroles,080832
Cataluña,Barcelona,Fonollosa,080847
Cataluña,Barcelona,Font-rubí,080850
Cataluña,Barcelona,"Franqueses del Vallès, Les",080863
Cataluña,Barcelona,Gaià,080902
Cataluña,Barcelona,Gallifa,080879
Cataluña,Barcelona,"Garriga, La",080885
Cataluña,Barcelona,Gavà,080898
Cataluña,Barcelona,Gelida,080919
Cataluña,Barcelona,Gironella,080924
Cataluña,Barcelona,Gisclareny,080930
Cataluña,Barcelona,"Granada, La",080945
Cataluña,Barcelona,Granera,080958
Cataluña,Barcelona,Granollers,080961
Cataluña,Barcelona,Gualba,080977
Cataluña,Barcelona,Guardiola de Berguedà,080996
Cataluña,Barcelona,Gurb,081000
Cataluña,Barcelona,"Hospitalet de Llobregat, L'",081017
Cataluña,Barcelona,"Hostalets de Pierola, Els",081629
Cataluña,Barcelona,Igualada,081022
Cataluña,Barcelona,Jorba,081038
Cataluña,Barcelona,"Llacuna, La",081043
Cataluña,Barcelona,"Llagosta, La",081056
Cataluña,Barcelona,Lliçà d'Amunt,081075
Cataluña,Barcelona,Lliçà de Vall,081081
Cataluña,Barcelona,Llinars del Vallès,081069
Cataluña,Barcelona,Lluçà,081094
Cataluña,Barcelona,Malgrat de Mar,081108
Cataluña,Barcelona,Malla,081115
Cataluña,Barcelona,Manlleu,081120
Cataluña,Barcelona,Manresa,081136
Cataluña,Barcelona,Marganell,082423
Cataluña,Barcelona,Martorell,081141
Cataluña,Barcelona,Martorelles,081154
Cataluña,Barcelona,"Masies de Roda, Les",081167
Cataluña,Barcelona,"Masies de Voltregà, Les",081173
Cataluña,Barcelona,"Masnou, El",081189
Cataluña,Barcelona,Masquefa,081192
Cataluña,Barcelona,Matadepera,081206
Cataluña,Barcelona,Mataró,081213
Cataluña,Barcelona,Mediona,081228
Cataluña,Barcelona,Moià,081385
Cataluña,Barcelona,Molins de Rei,081234
Cataluña,Barcelona,Mollet del Vallès,081249
Cataluña,Barcelona,Monistrol de Calders,081287
Cataluña,Barcelona,Monistrol de Montserrat,081271
Cataluña,Barcelona,Montcada i Reixac,081252
Cataluña,Barcelona,Montclar,081304
Cataluña,Barcelona,Montesquiu,081311
Cataluña,Barcelona,Montgat,081265
Cataluña,Barcelona,Montmajor,081326
Cataluña,Barcelona,Montmaneu,081332
Cataluña,Barcelona,Montmeló,081350
Cataluña,Barcelona,Montornès del Vallès,081363
Cataluña,Barcelona,Montseny,081379
Cataluña,Barcelona,Muntanyola,081290
Cataluña,Barcelona,Mura,081398
Cataluña,Barcelona,Navarcles,081402
Cataluña,Barcelona,Navàs,081419
Cataluña,Barcelona,"Nou de Berguedà, La",081424
Cataluña,Barcelona,Òdena,081430
Cataluña,Barcelona,Olèrdola,081458
Cataluña,Barcelona,Olesa de Bonesvalls,081461
Cataluña,Barcelona,Olesa de Montserrat,081477
Cataluña,Barcelona,Olivella,081483
Cataluña,Barcelona,Olost,081496
Cataluña,Barcelona,Olvan,081445
Cataluña,Barcelona,Orís,081509
Cataluña,Barcelona,Oristà,081516
Cataluña,Barcelona,Orpí,081521
Cataluña,Barcelona,Òrrius,081537
Cataluña,Barcelona,Pacs del Penedès,081542
Cataluña,Barcelona,Palafolls,081555
Cataluña,Barcelona,Palau-solità i Plegamans,081568
Cataluña,Barcelona,Pallejà,081574
Cataluña,Barcelona,"Palma de Cervelló, La",089058
Cataluña,Barcelona,"Papiol, El",081580
Cataluña,Barcelona,Parets del Vallès,081593
Cataluña,Barcelona,Perafita,081607
Cataluña,Barcelona,Piera,081614
Cataluña,Barcelona,Pineda de Mar,081635
Cataluña,Barcelona,"Pla del Penedès, El",081640
Cataluña,Barcelona,"Pobla de Claramunt, La",081653
Cataluña,Barcelona,"Pobla de Lillet, La",081666
Cataluña,Barcelona,Polinyà,081672
Cataluña,Barcelona,"Pont de Vilomara i Rocafort, El",081825
Cataluña,Barcelona,Pontons,081688
Cataluña,Barcelona,"Prat de Llobregat, El",081691
Cataluña,Barcelona,Prats de Lluçanès,081712
Cataluña,Barcelona,"Prats de Rei, Els",081705
Cataluña,Barcelona,Premià de Dalt,082303
Cataluña,Barcelona,Premià de Mar,081727
Cataluña,Barcelona,Puigdàlber,081748
Cataluña,Barcelona,Puig-reig,081751
Cataluña,Barcelona,Pujalt,081764
Cataluña,Barcelona,"Quar, La",081770
Cataluña,Barcelona,Rajadell,081786
Cataluña,Barcelona,Rellinars,081799
Cataluña,Barcelona,Ripollet,081803
Cataluña,Barcelona,"Roca del Vallès, La",081810
Cataluña,Barcelona,Roda de Ter,081831
Cataluña,Barcelona,Rubí,081846
Cataluña,Barcelona,Rubió,081859
Cataluña,Barcelona,Rupit i Pruit,089019
Cataluña,Barcelona,Sabadell,081878
Cataluña,Barcelona,Sagàs,081884
Cataluña,Barcelona,Saldes,081901
Cataluña,Barcelona,Sallent,081918
Cataluña,Barcelona,Sant Adrià de Besòs,081944
Cataluña,Barcelona,Sant Agustí de Lluçanès,081957
Cataluña,Barcelona,Sant Andreu de la Barca,081960
Cataluña,Barcelona,Sant Andreu de Llavaneres,081976
Cataluña,Barcelona,Sant Antoni de Vilamajor,081982
Cataluña,Barcelona,Sant Bartomeu del Grau,081995
Cataluña,Barcelona,Sant Boi de Llobregat,082009
Cataluña,Barcelona,Sant Boi de Lluçanès,082016
Cataluña,Barcelona,Sant Cebrià de Vallalta,082037
Cataluña,Barcelona,Sant Celoni,082021
Cataluña,Barcelona,Sant Climent de Llobregat,082042
Cataluña,Barcelona,Sant Cugat del Vallès,082055
Cataluña,Barcelona,Sant Cugat Sesgarrigues,082068
Cataluña,Barcelona,Sant Esteve de Palautordera,082074
Cataluña,Barcelona,Sant Esteve Sesrovires,082080
Cataluña,Barcelona,Sant Feliu de Codines,082107
Cataluña,Barcelona,Sant Feliu de Llobregat,082114
Cataluña,Barcelona,Sant Feliu Sasserra,082129
Cataluña,Barcelona,Sant Fost de Campsentelles,082093
Cataluña,Barcelona,Sant Fruitós de Bages,082135
Cataluña,Barcelona,Sant Hipòlit de Voltregà,082153
Cataluña,Barcelona,Sant Iscle de Vallalta,081939
